compound,flashpoint,pure substance,smiles,source,is_silicon
HEXADECAMETHYLHEPTASILOXANE,406.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr,1
TETRAETHOXYSILANE,324.82,1,[Si](OCC)(OCC)(OCC)OCC,dippr,1
gamma-AMINOPROPYLTRIETHOXYSILANE,369.26,1,[Si](OCC)(OCC)(OCC)CCCN,dippr,1
HEXADECAMETHYLCYCLOOCTASILOXANE,405.0,1,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,dippr,1
EICOSAMETHYLNONASILOXANE,432.04,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)(C),dippr,1
HEXACOSAMETHYLDODECASILOXANE,471.0,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)(C),dippr,1
METHYL DICHLOROSILANE,241.15,1,C[SiH](Cl)Cl,dippr,1
METHYL TRICHLOROSILANE,276.15,1,C[Si](Cl)(Cl)Cl,dippr,1
VINYLTRICHLOROSILANE,283.15,1,C=C[Si](Cl)(Cl)Cl,dippr,1
METHYL SILICATE,294.15,1,CO[Si](OC)(OC)OC,dippr,1
"[3-(2,3-EPOXYPROXY)PROPYL]TRIMETHOXYSILANE",408.15,1,CO[Si](OC)(OC)CCCOCC1CO1,dippr,1
3-CHLOROPROPYLTRICHLOROSILANE,357.15,1,C(Cl)CC[Si](Cl)(Cl)Cl,dippr,1
METHYLTRIACETOXYSILANE,358.15,1,[Si](C)(OC(=O)C)(OC(=O)C)OC(=O)C,dippr,1
ETHYLTRIACETOXYSILANE,377.15,1,[Si](CC)(OC(=O)C)(OC(=O)C)OC(=O)C,dippr,1
(3-GLYCIDOXYPROPYL)METHYLDIETHOXYSILANE,401.15,1,O1CC1COCCC[Si](OCC)(OCC)C,dippr,1
"(3,3,3-TRIFLUOROPROPYL)METHYLDICHLOROSILANE",307.85,1,FC(CC[Si](Cl)(Cl)C)(F)F,dippr,1
DIMETHYLCHLOROSILANE,245.15,1,C[SiH](C)(Cl),dippr,1
TRIMETHYLCHLOROSILANE,245.0,1,C[Si](C)(Cl)C,dippr,1
DIMETHYLDICHLOROSILANE,264.15,1,C[Si](C)(Cl)Cl,dippr,1
DECAMETHYLCYCLOPENTASILOXANE,350.15,1,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,dippr,1
DODECAMETHYLCYCLOHEXASILOXANE,366.15,1,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,dippr,1
ETHYLTRICHLOROSILANE,288.15,1,CC[Si](Cl)(Cl)Cl,dippr,1
DICHLORODIETHYLSILANE,297.15,1,CC[Si](Cl)(Cl)CC,dippr,1
DIMETHYLMERCURY,278.15,1,C[Hg]C,dippr,0
HEXACHLOROSILANE,353.15,1,Cl[Si](Cl)(Cl)[Si](Cl)(Cl)Cl,dippr,1
VINYLTRIMETHOXYSILANE,296.15,1,C=C[Si](OC)(OC)OC,dippr,1
TRIMETHOXYSILANE,269.15,1,CO[SiH](OC)OC,dippr,1
DIMETHYLDIMETHOXYSILANE,263.15,1,CO[Si](C)(C)OC,dippr,1
PHENYLTRICHLOROSILANE,364.15,1,c1ccccc1([Si](Cl)(Cl)Cl),dippr,1
PHENYLMETHYLDICHLOROSILANE,353.15,1,c1ccccc1([Si](Cl)(Cl)C),dippr,1
TETRADECAMETHYLHEXASILOXANE,375.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr,1
DECAMETHYLTETRASILOXANE,336.15,1,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,dippr,1
