compound,flashpoint
1-cyclohexylbutylcyclohexane,126.1
TetramethylDiethoxySiloxane38oC,38
HexamethylCycloTrisiloxane32oC,32
HeptamethylTrisiloxane23oC,23
1-bromonaphthalen-2-ol,143.5
"Biphenyl, 4,4'-dichloro- (8CI)",145.2
"1,1'-Biphenyl, 3,3'-dichloro-",150.5
"Butyric acid, 4,4,4-trinitro- (8CI)",156.4
2-Bromooctanoic acid,124
"Hexanoic acid, 2-bromo-, ethyl ester",91.4
"9,10-Anthracenedione, 2-amino-",283
"Phenanthrene, 9-nitro-",207.5
"Anthracene, 2-nitro-",214.7
"9,10-Anthracenedione, 1-amino-",235
"4H-3,1-Benzoxazin-4-one, 2-phenyl-",163
"Acetamide, N-9H-fluoren-2-yl-",277.2
"Benzamide, N,N-diethyl-4-hydroxy-3-methoxy-",196.6
"Arsine oxide, dichloro(2-chlorovinyl)-",111.4
"Benzothiazole, 2-(butylthio)-",159.6
"4-bromo-3-chloro-3,4,4-trifluorobut-1-ene",21.1
"Ethanone, 2-chloro-1-(2,4-dichlorophenyl)-",112
"Carbamic acid, (3-chlorophenyl)-, 1-methyl-2-propynyl ester (9CI)",117.1
"Carbamodithioic acid, diethyl-, 2-chloro-2-propenyl ester (9CI)",113.6
"1,2-dibromo-1,1-difluoroethane",9.5
"2-Butenoic acid, 3-((dimethoxyphosphinyl)oxy)-, methyl ester, (E)-",115.1
"Glycine, N-(4-nitrobenzoyl)-",275
"9,10-Anthracenedione, 1-hydroxy-",218.8
"4-[cyclopropyl(hydroxy)methylidene]-3,5-dioxocyclohexane-1-carboxylic",250.7
"Benzenebutanoic acid, alpha,2-diamino-3-hydroxy-gamma-oxo- (9CI)",267.9
"1H-Purine-2,6-dione, 3,7-dihydro-7-(2-hydroxyethyl)-1,3-dimethyl- (9CI",253.5
tripropan-2-yl phosphate,102.4
"Chalcone, 4'-hydroxy- (8CI)",179.1
"Phosphoric acid, tripropyl ester",121.3
TripropylPhosphate113oC,113
"1H-Benzimidazol-5-amine, 2-(4-aminophenyl)-",317.6
"2-Propanol, 1-butoxy-3-phenoxy-",163.1
"Butanoic acid, 3,7-dimethyl-2,6-octadienyl ester, (E)- (9CI)",113
"Propanoic acid, 2-methyl-, 3,7-dimethyl-2,6-octadienyl ester, (E)-",96.1
"Propanoic acid, 2-methyl-, 1-methyl-1-(4-methyl-3-cyclohexen-1-yl)ethy",85.6
decylcyclohexane,127.5
1hexadecene,131.85
"Toluene, o-bromo-alpha,alpha,alpha-trifluoro-",51.7
1-bromo-3-(trifluoromethyl)benzene,43.3
1-bromo-4-(trifluoromethyl)benzene,48.889
"Pyrimidine, 4,6-dichloro-2-phenyl-",118.9
"Naphthalene, 1,4-bis(chloromethyl)-",187.2
"2-Oxazolidinone, 3-(((5-nitro-2-furanyl)methylene)amino)-",167.5
"Benzamide, 2-methyl-3,5-dinitro-",134
"9H-Fluoren-9-one, 2-nitro-",215.1
1-Nitrophenazine,217.5
"Tyrosine, 3-carboxy-, DL-",247
"Benzene, 1-nitro-4-(2-phenylethenyl)- (9CI)",173.1
"Benzoic acid, 2-((phenylmethylene)amino)- (9CI)",220.5
"Phenanthrene, 9,10-dihydro-2-nitro-",185.9
"1,2-Propanediol, 3-(2-methylphenoxy)-, 1-carbamate (9CI)",232.8
"1H-Purin-6-amine, N-(phenylmethyl)-",274
"9H-Purin-6-amine, 9-(phenylmethyl)- (9CI)",249
"Benzenamine, 4-(2-(4-methoxyphenyl)ethenyl)-",215.4
"Benzenamine, N,N-dimethyl-4-(phenylazo)-",178.2
C.I. Solvent Yellow 3 (8CI),200.4
"1-Triazene, 1-(1,1'-biphenyl)-4-yl-3,3-dimethyl- (9CI)",160.5
"Isothiocyanicacid, diphenylmethyl ester (6CI,7CI,8CI)",163
"1,3,5-Triazine-2,4-diamine, 6-methoxy-N,N'-bis(1-methylethyl)-",170.9
"Phenol, 3,5-dimethyl-4-(methylthio)-, methylcarbamate (9CI)",141.7
"Benzenemethanamine, alpha-methyl-N-(1-phenylethyl)- (9CI)",137.2
"Cyclohexanol, 4-(1-piperidinyl)-, acetate (ester) (9CI)",101.9
"Benzoic acid, 2,3,6-trichloro-",150.1
"5-Chloro-alpha,alpha,alpha-trifluoro-2-nitrotoluene",93.9
"Toluene, 4-chloro-alpha,alpha,alpha-trifluoro-3-nitro- (8CI)",101.667
1-chloro-4-nitro-2-(trifluoromethyl)benzene,98
BenzylTrichloroSilane87oC,87
pTolylTrichloroSilane92oC,92
"Acetamide, 2-chloro-N-(2,6-diethylphenyl)-",177.1
"Imidazole, 4,5-dibromo- (7CI,8CI)",188.8
"1-bromo-2,4-dichlorobenzene",106.7
"2-bromo-1,3-dichlorobenzene",111.3
"1-bromo-3,5-dichlorobenzene",103.9
"1-bromo-2,3-dichlorobenzene",108.7
"2-bromo-1,4-dichlorobenzene",106.4
"4-bromo-1,2-dichlorobenzene",104.1
1iodoheptane4282400,78.9
"Phenol, 2-(1-methylethyl)-4,6-dinitro- (9CI)",127.5
"Tyrosine, 3-nitro-, L- (8CI)",214.8
benzoyl benzoate,168.4
"Fluorene-9-carboxylic acid, 9-hydooxy- (8CI)",264.6
"9(10H)-Anthracenone, 1,8-dihydroxy- (9CI)",248.6
"methyl 3,4,5-trimethoxybenzoate",115.2
"9H-Fluoren-2-amine, 7-nitro- (9CI)",231
"2-Propen-1-one, 1-(4-fluorophenyl)-3-phenyl- (9CI)",160.3
"2-Propen-1-one, 3-(4-fluorophenyl)-1-phenyl- (9CI)",157.3
"Benzoic acid, 2-phenylethyl ester",160.7
"Acetic acid, phenyl-, p-tolyl ester (6CI,7CI,8CI)",122.3
"Benzeneacetic acid, phenylmethyl ester",255.3
"Propane, 1-(2-biphenylyloxy)-2,3-epoxy- (6CI,7CI,8CI)",137.3
"Propane, 1-(4-biphenyloxy)-2,3-epoxy- (7CI,8CI)",157.6
"1-Propanone, 2-methyl-1,2-di-3-pyridinyl-",189.3
"2H-Pyran-6-carboxylic acid, 3,4-dihydro-2,2-dimethyl-4-oxo-, butyl est",112.7
"Acetamide, N-(4'-amino(1,1'-biphenyl)-4-yl)- (9CI)",235.3
"Benzenemethanamide, N-nitroso-N-(phenylmethyl)- (9CI)",208.4
"Phosphorothioic acid, S-tert-butyl O,O-diethyl ester",110.2
C.I. Basic Orange 1 (8CI),225.1
"1,4-Benzenediamine, N-(1-methylethyl)-N'-phenyl-",230.9
"o-Toluidine, 4,4'-methylenedi- (8CI)",238.9
PhenethylTrimethoxySilane109oC,109
"2,6-Octadienal, 3,7-dimethyl-, diethyl acetal",79
"2-Propenoic acid, 2-methyl-, decyl ester",114.7
"Benzene, 1,2,4-trichloro-5-nitro-",129.7
pentadecan-8-one,83.1
pentadecan-2-one,83.9
"Nonane, 2,2,4,4,6,8,8-heptamethyl-",95.6
"2,2,4,4,6,6,8-heptamethylnonane",110.2
Hexadecane544763,135
"1,4-Cyclohexadiene-1,2-dicarbonitrile, 4,5-dichloro-3,6-dioxo-",136.3
"1,4-Naphthalenedione, 2,3-dichloro-",127.5
"1,2,3-Propanetriol, trinitrate",12
"Benzene, 2-methyl-1,3,5-trinitro-",167.1
"1-methyl-2,3,4-trinitrobenzene",231.5
"Diazene, (4-nitrophenyl)phenyl- (9CI)",191.4
"Benzeneacetamide, alpha-hydroxy-alpha-phenyl- (9CI)",216.6
N-(4-Phenoxyphenyl)acetamide,202.2
"Benzenamine, 2-methoxy-4-(phenylazo)- (9CI)",195
"Benzenamine, 4-(1-methylethoxy)-N-phenyl-",147.4
"1,3,5-Triazine-2,4-diamine, N-ethyl-N'-(1-methylethyl)-6-(methylthio)-",193.5
"Phenol, 2,3,4-trichloro-6-methoxy-",129.9
"1-Pentanamine, N,N-dipentyl-",97.8
"3-methyl-N,N-bis(3-methylbutyl)butan-1-amine",84.1
1-Pentadecanamine,129.3
TripentylAmine103oC,103
"Benzonitrile, 4-chloro-3,5-dinitro-",151.2
"Phenol, 2-chloro-3-(1-methylethyl)-, methylcarbamate (9CI)",128.6
"Benzene, (2-bromo-2-nitroethenyl)-",126.2
"8-Quinolinol, 5,7-dichloro-2-methyl-",165.9
2-Bromo-N-(4-methylphenyl)acetamide,168.7
"1-Triazene, 1-(4-bromophenyl)-3,3-dimethyl- (9CI)",112.1
"Benzoic acid, 2-hydroxy-3,5-dinitro-",173.8
"4-bromo-N,N-diethylaniline",125.1
"Acetic acid, mercapto-, ethyl ester, S-ester with O,O-dimethyl phospho",114.1
"Benzeneacetic acid, alpha-hydroxy-alpha-phenyl-",215.3
"Benzoic acid, 2-hydroxy-, phenylmethyl ester",137
"Methanone, (2-hydroxy-4-methoxyphenyl)phenyl-",140.5
"7H-Furo(3,2-g)(1)benzopyran-7-one, 2,5,9-trimethyl-",189.1
"Benzenamine, 4-methyl-N-(4-nitrophenyl)-",195
"Phosphine, diphenylpropyl-",150.5
Triphenylene,209.1
Chrysene,209.1
Benzanthracene235oC,235
"Phenol, 4,4'-(1-methylethylidene)bis-",227
"2-Butenedioic acid (2Z)-, dibutyl ester",136.4
"Thiourea, N,N'-diphenyl-",164.7
"p-Toluenesulfonic acid, isobutyl ester",152.8
"Benzenesulfonamide, 4-amino-N,N-diethyl-",181.1
"Phosphorodithioic acid, O-methyl S,S-dipropyl ester",131.3
"2,2-bis(ethylsulfonyl)propane",282.9
"Lauric acid, ethyl ester (8CI)",118.6
"Myristic acid, pure",144.8
"Phosphonotrithioic acid, methyl-, dipropyl ester",136.3
"Octanoic acid, hexyl ester",120
octyl hexanoate,120
pentadecan-1-ol,130.1
pentadecan-2-ol,109
1pentadecanol151oC,151
"Butanoic acid, 4-(4-chloro-2-methylphenoxy)- (9CI)",191.5
"Acetic acid, bromo-, phenylmethyl ester",116.5
"Benzoic acid, p-bromo-, ethyl ester (8CI)",113
ethyl 2-bromobenzoate,110.1
"2-(3-bromophenyl)-1,3-dioxolane",113
ethyl 3-bromobenzoate,112
"Phenol, 2,4,6-trinitro-",133.9
"Salicylic acid, 4-amino-, phenyl ester (8CI)",199.6
"Furo(2,3-b)quinoline, 4,7-dimethoxy-",184.2
"Furo(2,3-b)quinoline, 4,8-dimethoxy-",184.2
"Benzamide, 2-hydroxy-N-(4-hydroxyphenyl)- (9CI)",165.9
"Benzidine, 2-nitro-",213.7
"Acetamide, N-(4'-fluoro(1,1'-biphenyl)-4-yl)- (9CI)",205.5
"Acetanilide, 2-fluoro-4'-phenyl-",213.1
"Phosphorodithioic acid, O,O-dimethyl ester, S-ester with 2-mercapto-N-",107
"Naphtho(1,2-h)quinoline",203.2
"Naphtho(2,3-h)quinoline",203.2
"Naphth(2,1-f)isoquinoline",213.2
"Naphtho(2,1-f)quinoline",203.2
"Benzenamine, 4-methoxy-N-(4-methoxyphenyl)-",150.5
"2-Naphthalenemethanol, alpha-(((1-methylethyl)amino)methyl)-",84.3
"Ethanol, 2,2,2-trichloro-, dihydrogen phosphate",148.1
"Melamine, N2,N4,N6-trichloro- (8CI)",205.4
"Pyrazinecarboxamide, 3,5-diamino-N-(aminoiminomethyl)-6-chloro-",333.7
"Benzoxazole, 2-(p-chlorophenyl)-",148.8
"4-Stilbenamine, 4'-chloro-",194
"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-bis(1-methylethyl)-",179.4
"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N,N'-triethyl-",180.1
"Ether, 2-fluoroethyl (1,2,2,2-tetrachloro)ethyl",90.5
2-bromo-2-methylpropanoyl bromide,103
"Toluene, alpha,alpha2,6-tetrachloro- (8CI)",117.1
1-chloro-3-(trichloromethyl)benzene,101.9
1-chloro-2-(trichloromethyl)benzene,98.3
"1,2,4-trichloro-5-(chloromethyl)benzene",127.8
"1,2-dichloro-4-(dichloromethyl)benzene",124
"2,3-dibromopentane",54.4
"Pentane, 1,5-dibromo-",94.7
"Cyclopropanecarboxanilide, 3',4'-dichloro-",197.3
"1H-Imidazol-2-amine, N-(2,6-dichlorophenyl)-4,5-dihydro-",146.9
"Benzophenone, 2,3,4-trihydroxy- (8CI)",233.9
"5H-Furo(3,2-g)(1)benzopyran-5-one, 4-methoxy-7-methyl-",182.5
4-Amino-4'-nitrodiphenyl ether,188.1
"4-Biphenylacetic acid, 2'-fluoro-",184.7
7H-Benz(de)anthracen-7-one,196.1
"Phosphorodithioic acid, S-hydroxymethyl O,O-dimethyl ester, acetate",109.9
1-Pyrene carboxaldehyde,294.6
11H-Benzo(a)fluoren-11-one,193.9
"Dibenzo(c,f)(2,7)naphthyridine",212.9
"Phosphonothioic acid, ethyl-, O-ethyl S-phenyl ester",143.5
"2-Propanone, 1,1,1,3,3-pentachloro-",74.4
"1H-Pyrido(3,4-b)indole-3-carboxylic acid, 2,3,4,9-tetrahydro-1-methyl-",248.9
"Heptanedioic acid, 4-oxo-, diethyl ester",137.4
"diethyl piperazine-1,4-dicarboxylate",144.3
"1,1':2',1''-Terphenyl",113
"1,1':3',1''-Terphenyl",191
"1,1':4',1''-Terphenyl",207
"15H-Cyclopenta(a)phenanthrene, 17-methyl-",204.5
"Butanedioic acid, dibutyl ester",144
"3H-Pyrazol-3-one, 1,2-dihydro-1,5-dimethyl-4-(1-methylethyl)-2-phenyl-",123.8
dibutan-2-yl butanedioate,109.8
Dodecanedioic acid,220
bis(3-methylbutyl) oxalate,114.3
diethyl 2-(3-methylbutyl)propanedioate,109.8
"Sebacic acid, dimethyl ester (8CI)",145
"Decanedioic acid, dihydrazide",265.4
"Phosphorotrithioic acid, O,S,S-triethyl ester",127.7
1-heptylsulfanylheptane,148.9
"2,3,4,5,6-pentafluorobenzoyl chloride",49.7
"Benzoyl chloride, 3,5-dinitro-",158.8
"2H-1,2,4-Benzothiadiazine, 7-chloro-3-methyl-, 1,1-dioxide",204.7
"Pyridine, 2-chloro-6-(trichloromethyl)-",134.9
"Benzenamine, 2,3,5,6-tetrachloro- (9CI)",134.7
2-(2-carbonochloridoyloxyethoxy)ethyl carbonochloridate,118.2
"Benzaldehyde, 3-bromo-4-hydroxy-5-methoxy-",128.9
"Ethane, 1,1'-oxybis(2-(2-chloroethoxy)- (9CI)",108.7
bis22chloroethoxyethylether6385562,121.1
"Bicyclo(2.2.1)heptan-2-one, 3-bromo-1,7,7-trimethyl-",35.8
"Benzimidazole, 5-nitro-2-(trifluoromethyl)-",173.5
"3-Isoxazolecarboxylic acid, 5-methyl-, 2-(phenylmethyl)hydrazide",192.4
"Benzeneethanamine, N-ethyl-alpha-methyl-3-(trifluoromethyl)- (9CI)",100.8
"Benzeneethanamine, N-ethyl-alpha-methyl-3-(trifluoromethyl)-, (S)- (9C",100.8
"Benzene, 1-nitro-4-(phenylthio)-  (9CI)",193.8
BisChloromethylTetramethylSiloxane73oC,73
"Pyridine, 2,6-diphenyl-",166.4
"2H-1-Benzopyran-2-one, 7-(diethylamino)-4-methyl-",152
"Benzenesulfonamide, 4-amino-N-(aminothioxomethyl)- (9CI)",230.4
"3H-Pyrazol-3-one, 4-(dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-",125.9
"Butanenitrile, 4-(triethoxysilyl)-",115.7
111trifluoropropylTrichloroSilane15oC,15
2-Amino-4'-chlorobenzophenone,207.7
"Phenol, 2,3,4,6-tetrachloro-",115.7
"Phenol, 2,3,5,6-tetrachloro-",111.7
"Phenol, 2,3,4,5-tetrachloro-",128.8
"Acetamide, N-(4-bromophenyl)-2-fluoro- (9CI)",174.3
"2-iodo-1,3-dimethylbenzene",102
"2,2,3,3,4,4,5,5-octafluoropentan-1-ol",75.6
"Benzenamine, N,N-bis(2-chloroethyl)-4-methyl- (9CI)",157.5
"Succinimide, 2-methylene-N-(m-nitrophenyl)-",206.2
"Urea, 1,1-dimethyl-3-(alpha,alpha,alpha-trifluoro-m-tolyl)-",150
"1,6-Pyrenequinone",177.8
"1,8-Pyrenequinone",177.8
"2,4,6(1H,3H,5H)-Pyrimidinetrione, 5-ethyl-5-phenyl-",11
"1,8-Naphthyridine-3-carboxylic acid, 1-ethyl-1,4-dihydro-7-methyl-4-ox",203.6
"17H-Cyclopenta(a)phenanthren-17-one, 15,16-dihydro-",201.6
"2,6-Piperidinedione, 3-(4-aminophenyl)-3-ethyl-",230.4
"Acetamide, N-(2-(5-methoxy-1H-indol-3-yl)ethyl)- (9CI)",264
"Phosphonodithioic acid, ethyl-, O-methyl S-phenyl ester",139.9
"17H-Cyclopenta(a)phenanthrene, 15,16-dihydro-17-methyl-",192
"(3aR,5S,8aR,9aR)-5,8a-dimethyl-3-methylidene-5,6,7,8,9,",111.5
"Urea, N-(2-methylcyclohexyl)-N'-phenyl- (9CI)",121.5
"Phosphorodithioic acid, O,O-dimethyl S-2-(methylthio)ethyl ester",123.9
"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-trichloro-",225
"3,6,9,12-Tetraazatetradecamethylenediamine",175
ethenyl-tri(propan-2-yloxy)silane,86.6
Undecylbenzene,143.85
"1H,3H-Naphtho(1,8-cd)pyran-1,3-dione, 6-chloro-",208.3
2biphenylyl2chloroethylether,160
DiphenylMethylChloroSilane141oC,141
1-chlorotetradecane,130
"(E)-2,3-dichloro-1,1,1,4,4,4-hexafluorobut-2-ene",3.2
"Phosphonic acid, ethenyl-, bis(2-chloroethyl) ester",165.5
"2,3,5,6-Tetrafluoro-4-aminobenzotrifluoride",67.9
"5-bromo-1,2-dihydroacenaphthylene",162.3
1-bromo-2-phenylbenzene,133.7
"1,1'-Biphenyl, 3-bromo-",135.6
"Urea, N'-(3,4-dichlorophenyl)-N,N-dimethyl-",186.7
4bromobiphenyl92660,143.9
"1,2,4-Triazin-3-amine, 6-(2-(5-nitro-2-furanyl)ethenyl)- (9CI)",252.8
"2,2':6',2''-Terpyridine",182.5
"2-Piperidineacetic acid, alpha-phenyl-, methyl ester",152
nheptyltrichloroSilane64oC,64
"Sulfanilyl chloride, N-acetyl- (6CI,7CI,8CI)",211.9
1-iodo-2-methoxybenzene,98.5
"Benzenemethanol, 2-iodo-",128.2
1-iodo-4-methoxybenzene,95.1
"2,3,5,6-Tetrafluoro-4-(trifluoromethyl)phenol",53
"Carbamic acid, N-methyl-, 3,4-dichlorobenzyl ester",166.2
"1,2,3,4-Butanetetracarboxylic acid",142.7
"2-Benzothiazolamine, 6-(trifluoromethoxy)-",133
"trimethyl 2-hydroxypropane-1,2,3-tricarboxylate",79.2
"Ethanol, 2,2'-(1,2-ethanediylbis(oxy))bis-, diacetate",174
"Tartaric acid, diisopropyl ester",109.4
EthylTriacetoxySilane104oC,104
VinylTriacetoxySilane88oC,88
"Benzeneacetic acid, alpha-cyclohexyl-alpha-hydroxy- (9CI)",215.1
"Benzo(b)naphtho(1,2-d)thiophene",163
"Benzo(b)naphtho(2,1-d)thiophene (8CI)(9CI)",163
"1H-Cyclopentapyrimidine-2,4(3H,5H)-dione, 6,7-dihydro-3-cyclohexyl-",202.4
"Phenanthrene, 7-isopropyl-1-methyl- (8CI)",177.812
"2-Propenoic acid, 3-(trimethoxysilyl)propyl ester",82.3
"Acetamide, 2-(diethylamino)-N-(2,6-dimethylphenyl)-",166
MethacryloxymethylPhenylDimethylSilane105oC,105
"Phenol, 2,4-bis(1,1-dimethylpropyl)-",143
"Phenol, 2,6-di-tert-butyl-4-ethyl- (8CI)",105
"Phosphine sulfide, tributyl-",136.5
"7,14-Methano-2H,6H-dipyrido(1,2-a:1',2'-e)(1,5)diazocine, dodecahydro-",148.3
"Silane, pentyltriethoxy-",77.9
"Propanoic acid, 2-(2,4-dichlorophenoxy)-",164.5
"Acetic acid, (2,4-dichlorophenoxy)-, methyl ester",124.1
"Adenosine, 2',3'-dideoxy-",279.9
"1,4-Oxathiin-3-carboxamide, 5,6-dihydro-2-methyl-N-phenyl-",208.2
"Carbamic acid, methyl-, 3,5-diisopropylphenyl ester",133.8
"Benzamide, 4-amino-N-(2-(diethylamino)ethyl)- (9CI)",208.9
"1,3,5-trichloro-2,4,6-trifluorobenzene",102.2
"Butylamine, 4-(triethoxysilyl)-",105.1
"Benzenesulfonyl chloride, 2-methyl-5-nitro- (9CI)",177.1
"Benzene, 1,4-dibromo-",89.3
"Benzene, o-dibromo- (8CI)",95.5
13dibromoBenzene93oC,93
2-Fluoro-4-bromo-6-nitrophenol,99.8
"Benzoic acid, 2,5-dichloro-3-nitro-",175.5
"1,1,1,3,3,3-hexafluoro-2-(trifluoromethyl)propan-2-ol",5.1
"1,2,3,4,5-pentafluoro-6-(trifluoromethyl)benzene",20
"Glucitol, 1,4:3,6-dianhydro-, dinitrate, D-",186.6
"9,10-Anthracenedione, 2-ethyl-",155.4
"5H-Dibenz(b,f)azepine-5-carboxamide",202.4
"Propane, 1,2-dibromo-3-chloro-",77
"Benzoic acid, 4-amino-, 2-(diethylamino)ethyl ester",179.8
"Silane, trimethoxy(3-(oxiranylmethoxy)propyl)-",81.9
"1,1,3-trimethyl-3-phenyl-2H-indene",156.5
3glycidoxypropylTrimethoxySilane110oC,110
"2-Butenoic acid, 2-methyl-, (2E)-3,7-dimethyl-2,6-octadienyl ester,(2E",152.8
"Benzenemethanol, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",131.2
Di(morpholin-4-yl) disulphide,154
5-cyclohexylpentylcyclohexane,139.2
"Trisiloxane, 1,1,1,3,3,5,5,5-octamethyl-",29
OctamethylTrisiloxane30oC,30
"Ethane, hexachloro-",61.3
"Urea, 3-(p-chlorophenyl)-1-methyl-1-(1-methyl-2-propynyl)-",192.6
"3,5-dibromopyridine",84.3
"Benzene, 1,5-dichloro-2,4-dinitro-",158
"Benzene, 1,2-dichloro-4,5-dinitro-",166.9
"Dibenzofuran, 2,8-dichloro- (8CI)(9CI)",169.3
"Benzene, 1,1'-methylenebis(4-chloro-",139.8
"Phosphoric acid, dimethyl 1-methyl-N,N-(dimethylamino)-3-oxo-1-propeny",100
"9,10-Anthracenedione, 1-amino-2-methyl-",244.8
"Acetamide, N-(9-oxo-9H-fluoren-2-yl)- (9CI)",217
"Benzoic acid, 4-(acetylamino)-2-ethoxy-, methyl ester",211.5
"Carbamic acid, methyl-, o-(4-methyl-1,3-dioxolan-2-yl)phenyl ester",151.6
"5H-Dibenzo(a,d)cycloheptene-5-carboxamide, 10,11-dihydro-",219.2
7-Angelylretronecine,161.2
"Guanidine, ((4-oxo-2,5-cyclohexadien-1-ylidene)amino)-, thiosemicarbaz",233.2
"Propane, 1,2,2-trichloropentafluoro-",4.4
"1,1,1-trichloro-2,2,3,3,3-pentafluoropropane",3
"4,5-Isoxazoledione, 3-methyl-, 4-((o-chlorophenyl)hydrazone)",148.4
"1,1,1,2,2,3,3,4,4,4-decafluorobutane",4.2
"9,10-Anthracenedione, 1,5-diamino-",287.6
"9,10-Anthracenedione, 2,6-diamino-",287.6
"9,10-Anthracenedione, 1,4-diamino-",282.9
"9,10-Anthracenedione, 1,2-diamino-",285.7
"1H-Purine-2,6-dione, 3,7-dihydro-7-(2-hydroxypropyl)-1,3-dimethyl- (9C",248.5
"2-Propenoic acid, 3-phenyl-, phenylmethyl ester",225.7
"2-Propen-1-one, 1-(4-methoxyphenyl)-3-phenyl-",180.5
"2-Propen-1-ol, 3-phenyl-, benzoate",176.1
2butoxyethylsalicylate,157.2
"7H-Pyrrolo(2,3-d)pyrimidin-4-amine, 2-methyl-N-(phenylmethyl)-",185.3
"1,5-diphenylpentan-3-one",153.7
"Ergoline, 8,9-didehydro-6,8-dimethyl-",209.3
"(2,3-dimethyl-3-phenylbutan-2-yl)benzene",142.7
1-chloro-3-iodobenzene,101.7
"Benzene, 1-chloro-4-iodo-",108
1-chloro-2-iodobenzene,111.7
3-Methylcyclopentadecan-1-one,145.3
"11-Hexadecenal, (11Z)-",61.1
dodecylcyclopentane,135.8
1heptadecene135oC,135
"Octane, 1-((3-chloropropyl)sulfinyl)- (9CI)",177.1
"Benzoyl chloride, m-(chlorosulfonyl)- (7CI,8CI)",161.8
Sebacoyl chloride (8CI),151.4
"1,4-Benzenedicarboxylic acid, 2-nitro-, dimethyl ester",160.2
"9,10-Anthracenedione, 1-amino-4-hydroxy-",262.7
9-Nitroanthrone,205.5
"Hydrocinnamic acid, alpha-amino-3-carboxy-4-methoxy-, DL-",235.5
"Acetamide, N-9H-fluoren-2-yl-N-hydroxy- (9CI)",229
"Acetamide, N-(7-hydroxyfluoren-2-yl)- (8CI)",279.9
"Acetamide, N-(5-hydroxy-9H-fluoren-2-yl)-",279.9
"Acetamide, N-(3-hydroxy-9H-fluoren-2-yl)- (9CI)",250.4
"Acetamide, N-(1-hydroxy-9H-fluoren-2-yl)- (9CI)",240.3
"Xylopyranosylamine, N-p-tolyl-, D- (8CI)",230
"Carbamic acid, methyl-, o-(1,3-oxathiolan-2-yl)phenyl ester",176.1
"Benzeneacetamide, N,N-dimethyl-alpha-phenyl- (9CI)",173.3
"Benzenamine, N,N,3-trimethyl-4-(phenylazo)- (9CI)",190.2
"Guanidine, N,N'-bis(2-methylphenyl)-",193.3
"Benzenamine, N,N-dimethyl-4-((2-methylphenyl)azo)- (9CI)",190.2
"1,3,5-Triazine-2,4-diamine, N,N-diethyl-6-methoxy-N'-(1-methylethyl)-",176.1
"Benzeneethanamine, N,alpha-dimethyl-N-(phenylmethyl)-, (+)- (9CI)",141.5
"Cyclohexanol, 4-(1-piperidinyl)-, propanoate (ester) (9CI)",104.5
"Acetic acid, (2,3,6-trichlorophenyl)-",167.6
"Silane, trichloro(2-phenylethyl)-",117.8
PhenethylTrichloroSilane91oC,91
"Disulfide, isopropyl 1,2,2-trichloroethyl",95
"3-Isoxazolidinone, 2-((2-chlorophenyl)methyl)-4,4-dimethyl-",145.9
"Acetic acid, dichloro-, anhydride",90.6
"1,3-Dioxolane, 4-chloromethyl-2-(trichloromethyl)-",107
"Phosphonic acid, (1-(difluoromethyl)-2,2-difluoro-1-hydroxyethyl)-, di",121.3
1-iodooctane,95
"Ethanol, 2,2'-(1,2-ethanediylbis(oxy))bis-, dinitrate",146.9
"9,10-Anthracenedione, 1,2-dihydroxy-",228
"9,10-Anthracenedione, 1,4-dihydroxy-",222
"9,10-Anthracenedione, 2,6-dihydroxy-",235.3
"9,10-Anthracenedione, 1,8-dihydroxy-",241.7
"9,10-Anthracenedione, 1,5-dihydroxy-",241.7
"9,10-Anthracenedione, 1,3-dihydroxy- (9CI)",279
"Phenol, 2-(1,1-dimethylethyl)-4,6-dinitro- (9CI)",125
"Phenol, 4-(1,1-dimethylethyl)-2,6-dinitro-",109.3
"Benzoic acid, o-benzoyl-, methyl ester (8CI)",154.4
"Benzoic acid, 6-benzoyl-3-methyl- (9CI)",244.4
"Anthraquinone, 1,4-diamino-2,3-dihydro- (8CI)",180.7
"Benzenamine, 4-(2-(4-nitrophenyl)ethenyl)-",204.7
"Phosphoric acid, diethyl 1-methyl-2-(methylthio)ethenyl ester (9CI)",116.4
4H-Cyclopenta(def)chrysene,229.5
"Benzeneacetic acid, 2-phenylethyl ester",145.8
"Propane, 1,2-epoxy-3-((alpha-phenyl-o-tolyl)oxy)- (7CI,8CI)",144.9
"Propane, 1,2-epoxy-3-((alpha-phenyl-p-tolyl)oxy)- (7CI,8CI)",151.4
"1,3-dimethyl-1,3-diphenylurea",142.6
"Acetic acid, phenyl-, 2-benzylhydrazide",143.6
"diethyl 2,2-bis(prop-2-enyl)propanedioate",106.728
"Toluene-2,4-diamine, 5-(o-tolylazo)- (8CI)",237.6
"Benzenamine, 4-(6-methyl-2-benzothiazolyl)-",217.3
"2-Pyridinepropanamine, N,N-dimethyl-gamma-phenyl- (9CI)",164.5
"(1,1'-Biphenyl)-4,4'-diamine, N4,N4,N4',N4'-tetramethyl-",173.4
"Ergoline, 6,8beta-dimethyl- (8CI)",200.2
PhenylTriethoxySilane96oC,96
